Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
13079,23.54,13.76,174,2514,34.00,4.83,0.00,4.50,4.71,0.31,0.00,0,-10.45,13.26,0.70,-14.84,91,1.88,71.2830
13152,22.16,13.76,174,2519,36.50,4.84,0.00,4.64,5.49,0.32,0.00,0,-10.16,13.56,0.72,-14.84,91,1.90,71.2799
13225,15.85,13.84,174,2534,36.50,4.86,0.00,4.79,5.49,0.34,0.00,0,-10.01,14.20,0.72,-14.84,91,1.92,71.3074
13298,15.39,13.76,174,2518,37.00,5.33,0.00,5.08,5.49,0.35,0.00,0,-9.72,14.62,0.72,-14.84,91,1.94,71.2738
13371,15.27,13.76,174,2528,36.50,5.37,0.00,5.22,5.88,0.35,0.00,0,-9.72,14.73,0.74,-14.84,91,1.94,71.6675
13444,15.04,13.76,174,2537,37.00,5.39,0.00,5.37,5.88,0.36,0.00,0,-9.58,15.08,0.74,-14.84,91,1.96,72.0459
13517,14.70,13.76,174,2518,37.50,5.41,0.00,5.37,6.67,0.38,0.00,0,-9.43,16.02,0.76,-14.84,91,2.00,72.4976
13591,14.70,13.76,174,2512,38.00,5.37,0.00,5.80,8.24,0.41,0.00,0,-9.43,18.27,0.82,-14.84,91,2.08,73.1476
13663,14.59,13.76,174,2509,38.00,7.49,0.00,6.24,9.80,0.48,0.00,0,-9.00,20.68,0.86,-14.84,91,2.16,74.7040
13737,14.70,13.68,174,2514,37.00,7.51,0.00,6.96,10.20,0.55,0.00,0,-7.84,23.27,0.88,-14.84,91,2.22,76.9318
13810,13.55,13.76,174,2502,36.00,8.01,0.00,7.40,10.98,0.59,0.00,0,-7.40,24.79,0.90,-14.84,91,2.24,78.7262
13883,13.44,13.68,174,2497,35.50,7.46,0.00,7.84,10.98,0.61,0.00,0,-6.96,25.48,0.90,-14.84,91,2.26,80.0354
13955,13.90,13.76,174,2518,35.50,8.06,0.00,8.13,11.37,0.61,0.00,0,-6.67,25.48,0.92,-14.84,91,2.26,80.8655
14029,14.70,13.76,174,2504,35.00,8.59,0.00,8.56,11.76,0.65,0.00,0,-6.53,26.72,0.94,-14.84,91,2.28,81.6833
14101,15.04,13.76,174,2520,34.00,8.55,0.00,9.00,12.94,0.68,0.00,0,-6.24,29.57,0.96,-14.84,91,2.36,82.8308
14175,14.81,13.76,174,2535,33.00,9.14,0.00,9.43,13.73,0.72,0.00,0,-5.80,30.77,0.98,-14.84,91,2.38,84.2560
14248,14.93,13.76,174,2537,32.50,9.74,0.00,9.72,13.73,0.74,0.00,0,-5.37,31.65,0.98,-14.84,91,2.40,85.2570
14320,14.70,13.76,174,2533,32.00,9.73,0.00,9.87,13.73,0.75,0.00,0,-5.08,31.43,1.00,-14.84,91,2.40,85.9283
14394,14.70,13.76,174,2532,31.50,10.26,0.00,10.16,14.12,0.76,0.00,0,-4.64,32.56,1.00,-14.84,91,2.42,86.3770
14468,14.93,13.76,174,2554,31.00,10.35,0.00,10.30,14.51,0.78,0.00,0,-4.50,33.06,1.02,-14.84,91,2.42,87.1460
14541,15.04,13.68,174,2506,30.50,10.36,0.00,10.45,14.90,0.81,0.00,0,-4.35,34.01,1.02,-14.84,91,2.46,87.6801
14615,14.93,13.76,174,2554,30.50,10.42,0.00,10.88,14.90,0.81,0.00,0,-4.06,34.51,1.04,-14.84,91,2.46,88.1836
14687,14.81,13.76,174,2566,30.00,10.89,0.00,11.03,15.29,0.83,0.00,0,-3.92,34.88,1.04,-14.84,91,2.46,88.6169
14760,14.93,13.68,174,2576,30.00,10.95,0.00,11.17,15.29,0.82,0.00,0,-3.77,35.47,1.04,-13.28,91,2.50,88.9313
14833,14.70,13.76,174,2593,30.00,10.99,0.00,11.32,15.69,0.84,0.00,0,-3.63,36.08,1.04,-13.28,91,2.50,89.2456
14906,14.70,13.68,174,2590,29.50,11.61,0.00,11.32,15.69,0.85,0.00,0,-3.48,36.93,1.04,-13.28,91,2.50,89.3707
14979,14.59,13.76,174,2596,29.00,11.63,0.00,11.61,15.69,0.86,0.00,0,-3.19,37.41,1.06,-13.28,91,2.50,89.7858
15051,14.59,13.68,174,2601,28.50,11.65,0.00,11.75,16.47,0.88,0.00,0,-3.05,38.17,1.08,-13.28,91,2.54,90.0879
15125,14.70,13.76,174,2620,27.50,12.30,0.00,11.90,16.47,0.91,0.00,0,-2.90,39.65,1.08,-13.28,91,2.56,90.4999
15198,14.70,13.68,174,2632,27.50,12.35,0.00,12.04,16.86,0.92,0.00,0,-2.76,39.65,1.10,-13.28,91,2.56,90.8905
15271,14.59,13.76,174,2650,27.00,12.35,0.00,12.48,17.25,0.92,0.00,0,-2.47,40.88,1.10,-13.28,91,2.58,91.3818
15344,14.59,13.76,174,2649,27.00,12.44,0.00,12.77,17.65,0.96,0.00,0,-2.32,41.16,1.12,-13.28,91,2.58,91.7267
15418,14.70,13.76,174,2671,26.00,13.00,0.00,13.06,18.43,0.98,0.00,0,-2.03,44.29,1.14,-13.28,91,2.64,92.1783
15490,14.70,13.76,174,2652,25.00,13.67,0.00,13.35,19.22,1.01,0.00,0,-1.74,45.02,1.16,-13.28,91,2.66,92.6300
15564,14.70,13.76,174,2678,22.50,14.29,0.00,13.64,20.39,1.04,0.00,0,-1.45,46.77,1.20,-13.28,91,2.70,93.2007
15636,14.59,13.76,174,2658,21.50,14.18,0.00,14.07,20.39,1.07,0.00,0,-0.73,47.26,1.20,-13.28,91,2.70,93.8293
15709,14.70,13.76,174,2683,21.00,14.88,0.00,14.22,20.78,1.07,0.00,0,-0.58,47.96,1.22,-13.28,91,2.70,94.1895
15782,14.70,13.76,174,2674,21.00,14.83,0.00,14.36,20.78,1.08,0.00,0,-0.44,48.22,1.22,-13.28,91,2.72,94.4611
15856,14.81,13.76,174,2698,21.00,15.01,0.00,14.51,21.18,1.09,0.00,0,-0.29,49.12,1.24,-13.28,91,2.72,94.7296
15928,14.93,13.76,174,2732,20.00,15.54,0.00,14.95,21.57,1.11,0.00,0,-0.15,49.76,1.24,-12.50,91,2.74,95.0562
16002,14.93,13.68,174,2733,20.00,15.74,0.00,15.09,21.96,1.13,0.00,0,0.15,51.92,1.26,-12.50,91,2.78,95.2637
16075,14.93,13.68,174,2755,19.00,16.33,0.00,15.24,22.35,1.15,0.00,0,0.29,52.90,1.28,-11.72,91,2.80,95.5475
16148,14.81,13.68,174,2752,17.50,17.03,0.00,15.53,22.75,1.17,0.00,0,0.44,53.78,1.28,-10.94,91,2.82,95.7916
16221,14.59,13.68,174,2756,17.50,17.64,0.00,15.82,23.14,1.19,0.00,0,0.73,54.98,1.30,-10.94,91,2.82,95.9808
16294,14.47,13.68,174,2770,17.00,17.72,0.00,15.96,23.53,1.21,0.00,0,1.16,55.71,1.30,-10.16,91,2.82,96.2463
16368,14.13,13.68,174,2790,16.50,18.45,0.00,16.25,24.31,1.23,0.00,0,1.45,57.20,1.32,-10.16,91,2.86,96.4844
16440,13.90,13.68,174,2810,16.00,19.01,0.00,16.54,24.71,1.26,0.00,0,1.74,58.11,1.34,-9.38,91,2.88,96.8323
16513,13.78,13.68,174,2813,15.50,19.78,0.00,16.98,25.10,1.28,0.00,0,2.03,59.78,1.36,-9.38,91,2.90,97.1466
16586,13.55,13.68,174,2827,15.50,19.80,0.00,17.27,25.88,1.31,0.00,0,2.18,60.73,1.38,-9.38,91,2.90,97.4701
16659,13.55,13.68,174,2847,15.50,20.50,0.00,17.56,26.67,1.33,0.00,0,2.47,63.57,1.40,-8.59,91,2.94,97.8607
16734,13.21,13.68,174,2872,15.00,21.26,0.00,17.85,27.45,1.36,0.00,0,2.76,65.73,1.44,-7.81,91,2.96,98.2758
16805,13.32,13.68,174,2878,14.50,22.72,0.00,18.28,28.24,1.39,0.00,0,3.05,67.05,1.46,-7.81,91,2.98,98.7183
16878,13.09,13.68,174,2901,14.00,23.52,0.00,18.43,29.02,1.42,0.00,0,3.63,68.68,1.48,-7.81,91,3.00,99.0845
16951,12.86,13.60,174,2901,14.00,24.14,0.00,18.86,29.80,1.45,0.00,0,4.06,70.46,1.50,-7.03,91,3.02,99.3805
17025,12.63,13.68,174,2918,13.50,24.90,0.00,19.15,31.37,1.48,0.00,0,4.35,71.77,1.56,-7.03,91,3.06,99.4904
17097,12.63,13.60,174,2896,13.00,25.69,0.00,19.44,32.94,1.51,0.00,0,4.64,73.83,1.62,-7.03,91,3.06,99.6399
17171,12.40,13.60,174,2986,12.50,26.52,0.00,20.17,34.12,1.55,0.00,0,5.08,76.06,1.64,-6.25,91,3.10,99.8108
17244,12.40,13.60,174,2984,12.50,27.40,0.00,20.60,36.47,1.58,0.00,0,5.37,78.07,1.72,-6.25,93,3.12,99.9664
17317,12.29,13.60,174,2995,12.00,28.65,0.00,20.89,36.86,1.62,0.00,0,5.80,81.28,1.72,-5.47,93,3.14,100.3479
17390,12.17,13.60,174,3023,11.50,28.75,0.00,21.04,37.25,1.64,0.00,0,6.09,82.95,1.74,-5.47,93,3.14,100.5432
17464,12.06,13.60,174,3031,11.50,29.75,0.00,21.18,37.25,1.65,0.00,0,6.24,83.74,1.74,-5.47,93,3.14,100.6439
17537,11.94,13.60,174,3051,11.50,29.94,0.00,21.18,37.65,1.66,0.00,0,6.38,84.27,1.76,-5.47,93,3.16,100.6927
17610,11.94,13.60,174,3068,11.00,30.11,0.00,21.18,37.65,1.66,0.00,0,6.38,85.04,1.76,-4.69,93,3.16,100.7294
17683,11.83,13.60,174,3085,11.00,30.98,0.00,21.18,38.43,1.67,0.00,0,6.38,85.82,1.78,-4.69,93,3.16,100.7751
17756,11.71,13.60,174,3082,11.00,30.93,0.00,21.33,39.22,1.67,0.00,0,6.53,85.86,1.80,-4.69,93,3.18,100.8820
17828,11.71,13.60,174,3121,11.00,31.54,0.00,21.47,40.00,1.68,0.00,0,6.53,87.84,1.84,-4.69,93,3.20,100.9613
17902,11.71,13.60,174,3167,10.50,31.29,0.00,21.47,40.78,1.69,0.00,0,6.67,89.11,1.86,-3.91,93,3.20,101.0345
17975,11.60,13.60,174,3163,10.50,32.43,0.00,21.47,41.18,1.69,0.00,0,6.67,89.18,1.86,-3.91,93,3.20,101.0834
18048,11.48,13.60,174,3186,10.50,32.39,0.00,21.47,41.18,1.69,0.00,0,6.67,89.91,1.86,-3.91,93,3.20,101.0956
18122,11.60,13.60,174,3187,10.50,32.64,0.00,21.62,41.57,1.70,0.00,0,6.67,90.04,1.88,-3.12,93,3.22,101.1169
18195,11.48,13.60,174,3232,10.50,33.10,0.00,21.62,41.96,1.70,0.00,0,6.82,91.41,1.88,-3.12,93,3.22,101.1414
18267,11.37,13.60,174,3226,10.50,33.03,0.00,21.62,41.96,1.70,0.00,0,6.82,91.42,1.90,-3.12,93,3.22,101.1810
18340,11.37,13.60,174,3246,10.50,33.32,0.00,21.62,41.96,1.70,0.00,0,6.82,92.18,1.90,-3.12,93,3.22,101.1810
18414,11.37,13.60,174,3294,10.50,33.94,0.00,21.62,42.35,1.70,0.00,0,6.82,91.99,1.90,-3.12,93,3.22,101.1810
18487,11.37,13.60,174,3272,10.50,33.73,0.00,21.62,42.35,1.70,0.00,0,6.82,92.77,1.90,-3.12,93,3.24,101.1810
18559,11.37,13.60,174,3328,10.50,34.20,0.00,21.62,42.35,1.70,0.00,0,6.82,94.36,1.90,-3.12,93,3.24,101.1993
18632,11.37,13.60,174,3320,10.50,34.79,0.00,21.62,42.75,1.70,0.00,0,6.82,94.32,1.92,-2.34,93,3.24,101.1993
18706,11.37,13.60,174,3350,10.50,35.01,0.00,21.62,42.75,1.70,0.00,0,6.82,95.04,1.92,-2.34,93,3.26,101.2177
18779,11.37,13.60,174,3348,10.50,35.00,0.00,21.62,42.75,1.70,0.00,0,6.82,95.09,1.92,-2.34,93,3.26,101.2360
18852,11.25,13.60,174,3400,10.50,35.54,0.00,21.62,43.14,1.70,0.00,0,6.82,96.54,1.92,-2.34,93,3.28,101.2360
18925,11.25,13.60,174,3381,10.50,35.35,0.00,21.62,43.14,1.70,0.00,0,6.82,95.91,1.92,-2.34,93,3.26,101.2573
18999,11.25,13.60,174,3424,10.50,36.36,0.00,21.62,43.14,1.71,0.00,0,6.82,96.88,1.92,0.00,93,3.28,101.2756
19071,11.25,13.60,174,3451,10.50,36.53,0.00,21.76,43.14,1.71,0.00,0,6.82,97.53,1.94,0.00,93,3.28,101.3153
19145,11.14,13.60,174,3451,10.50,36.81,0.00,21.62,43.14,1.71,0.00,0,6.96,98.17,1.94,0.00,93,3.30,101.2939
19217,11.25,13.68,174,3469,10.50,36.81,0.00,21.76,43.14,1.71,0.00,0,6.82,98.86,1.94,0.00,95,3.30,101.2939
19290,11.14,13.60,174,3480,10.50,37.12,0.00,21.76,43.14,1.71,0.00,0,6.96,98.97,1.94,0.00,95,3.30,101.2573
19364,11.25,13.68,174,3510,10.50,37.43,0.00,21.62,43.53,1.71,0.00,0,6.96,99.68,1.94,0.00,95,3.30,101.2573
19437,11.25,13.60,174,3518,10.50,37.52,0.00,21.62,43.53,1.70,0.00,0,6.82,99.70,1.94,0.00,95,3.30,101.2177
19511,11.14,13.60,174,3521,10.50,37.56,0.00,21.62,43.53,1.71,0.00,0,6.82,100.10,1.94,0.00,95,3.32,101.2939
19584,11.14,13.68,174,3534,10.50,37.70,0.00,21.62,43.92,1.70,0.00,0,6.82,100.26,1.94,0.00,95,3.32,101.2939
19656,11.14,13.60,174,3556,10.50,37.98,0.00,21.62,43.92,1.71,0.00,0,6.82,101.23,1.96,0.00,95,3.32,101.2939
19729,11.25,13.68,174,3600,10.50,37.93,0.00,21.76,43.92,1.71,0.00,0,6.82,100.85,1.96,0.00,95,3.32,101.2939
19802,11.14,13.68,174,3599,10.50,38.40,0.00,21.76,44.31,1.71,0.00,0,6.96,102.39,1.96,0.00,95,3.36,101.2848
19876,11.14,13.60,174,3626,10.50,38.39,0.00,21.76,44.71,1.71,0.00,0,6.96,103.53,1.98,0.00,95,3.36,101.3641
19948,11.25,13.60,174,3648,10.00,39.69,0.00,21.76,45.10,1.71,0.00,0,6.96,104.40,2.00,0.00,95,3.36,101.4160
20022,11.25,13.60,174,3640,10.00,39.61,0.00,21.76,45.49,1.72,0.00,0,6.96,104.39,2.00,0.00,95,3.38,101.4771
20095,11.25,13.60,174,3680,10.00,40.04,0.00,21.91,45.88,1.72,0.00,0,7.11,105.68,2.02,0.00,95,3.38,101.5015
20169,11.25,13.60,174,3689,10.00,40.14,0.00,21.91,46.27,1.72,0.00,0,7.11,106.28,2.04,0.00,95,3.40,101.5839
20242,11.25,13.60,174,3707,10.00,40.35,0.00,21.91,46.67,1.73,0.00,0,7.11,106.89,2.04,0.00,95,3.38,101.6388
20315,11.25,13.60,174,3746,10.00,40.33,0.00,21.91,46.67,1.73,0.00,0,7.11,106.93,2.04,0.00,95,3.38,101.6968
20388,11.25,13.60,174,3733,9.50,40.76,0.00,21.91,46.67,1.73,0.00,0,7.11,108.33,2.04,0.00,95,3.40,101.6968
20461,11.14,13.60,174,3737,9.50,40.62,0.00,22.05,46.67,1.73,0.00,0,7.11,108.05,2.04,0.00,95,3.42,101.7609
20534,11.14,13.60,174,3782,9.50,40.66,0.00,22.05,46.67,1.74,0.00,0,7.25,109.52,2.06,0.00,95,3.42,101.8616
20607,11.14,13.60,174,3776,9.50,41.89,0.00,22.05,47.06,1.74,0.00,0,7.25,109.58,2.06,0.00,95,3.42,101.8402
20679,11.14,13.60,174,3816,9.50,42.34,0.00,22.05,47.06,1.75,0.00,0,7.25,111.03,2.06,0.00,95,3.42,101.9257
20753,11.14,13.60,174,3813,9.50,42.30,0.00,22.05,47.06,1.75,0.00,0,7.25,110.91,2.06,0.00,95,3.44,101.9531
20827,11.25,13.60,174,3840,9.50,42.60,0.00,22.05,47.06,1.75,0.00,0,7.25,111.85,2.06,0.00,95,3.44,101.9928
20899,11.14,13.60,174,3856,9.50,42.62,0.00,22.20,47.06,1.75,0.00,0,7.40,112.26,2.06,0.00,95,3.44,102.0203
20972,11.14,13.60,174,3892,9.50,42.77,0.00,22.05,47.06,1.75,0.00,0,7.25,112.55,2.06,0.00,95,3.44,102.0599
21045,11.14,13.60,174,3896,9.50,43.17,0.00,22.05,47.06,1.75,0.00,0,7.25,113.67,2.06,0.00,95,3.46,101.9775
21117,11.14,13.60,174,3894,9.50,43.22,0.00,22.05,47.45,1.75,0.00,0,7.25,113.48,2.06,0.00,95,3.46,102.0203
21192,11.14,13.60,174,3926,9.50,43.56,0.00,22.05,47.45,1.75,0.00,0,7.25,114.47,2.06,0.00,95,3.44,102.1393
21264,11.14,13.60,174,3937,9.50,43.67,0.00,22.05,47.45,1.75,0.00,0,7.25,114.67,2.06,0.00,95,3.44,102.0844
21337,11.14,13.60,174,3970,9.50,44.04,0.00,22.20,47.45,1.75,0.00,0,7.40,116.05,2.06,0.00,95,3.48,102.1790
21411,11.14,13.60,174,3947,9.50,44.63,0.00,22.20,47.45,1.76,0.00,0,7.40,115.71,2.06,0.00,95,3.48,102.1790
21484,11.14,13.52,174,4012,9.50,44.96,0.00,22.05,47.45,1.75,0.00,0,7.25,116.36,2.06,0.00,95,3.48,102.1881
21557,11.25,13.60,174,3983,9.50,45.37,0.00,22.20,47.45,1.76,0.00,0,7.40,117.74,2.06,0.00,95,3.48,102.3071
21631,11.14,13.60,174,4043,9.50,45.03,0.00,22.20,47.45,1.76,0.00,0,7.40,116.43,2.06,0.00,95,3.50,102.2858
21704,11.14,13.52,174,4028,9.50,45.71,0.00,22.20,47.45,1.75,0.00,0,7.40,117.97,2.08,0.00,95,3.50,102.3254
21777,11.14,13.60,174,4071,9.50,45.54,0.00,22.20,47.45,1.76,0.00,0,7.40,119.64,2.08,0.00,95,3.50,102.3773
21850,11.14,13.60,174,4071,10.00,46.03,0.00,22.05,47.45,1.76,0.00,0,7.40,119.26,2.08,0.00,95,3.50,102.3926
21923,11.25,13.60,174,4078,10.00,46.11,0.00,22.05,47.45,1.76,0.00,0,7.25,119.35,2.08,0.00,95,3.52,102.4414
21996,11.14,13.60,174,4105,10.00,46.41,0.00,22.20,47.84,1.76,0.00,0,7.40,120.34,2.08,0.00,95,3.52,102.4963
22069,11.14,13.60,174,4105,10.00,46.41,0.00,22.20,47.84,1.76,0.00,0,7.40,120.34,2.08,0.00,95,3.52,102.5269
22142,11.14,13.60,174,4132,10.00,46.72,0.00,22.05,47.84,1.76,0.00,0,7.25,121.34,2.08,0.00,95,3.52,102.6184
22215,11.14,13.60,174,4166,10.00,46.72,0.00,22.20,47.84,1.76,0.00,0,7.40,121.21,2.08,0.00,95,3.54,102.6001
22289,11.14,13.60,174,4146,10.00,47.11,0.00,22.20,47.84,1.76,0.00,0,7.40,121.53,2.08,0.00,95,3.54,102.6123
22362,11.14,13.60,174,4190,10.00,46.87,0.00,22.05,47.84,1.76,0.00,0,7.40,122.83,2.08,0.00,95,3.54,102.7191
22435,11.14,13.60,174,4199,10.50,47.37,0.00,22.20,47.84,1.76,0.00,0,7.25,123.13,2.08,0.00,95,3.54,102.6703
22508,11.14,13.60,174,4216,10.50,48.57,0.00,22.20,48.24,1.77,0.00,0,7.40,123.79,2.08,0.00,95,3.56,102.7344
22582,11.14,13.60,174,4225,10.50,48.67,0.00,22.20,48.24,1.77,0.00,0,7.40,124.62,2.08,0.00,95,3.58,102.7893
22654,11.14,13.60,174,4271,10.50,49.20,0.00,22.20,48.24,1.76,0.00,0,7.40,125.59,2.08,0.00,95,3.58,102.8503
22727,11.14,13.60,174,4240,10.50,48.84,0.00,22.20,48.24,1.77,0.00,0,7.40,124.58,2.10,0.00,95,3.58,102.8442
22800,11.14,13.60,174,4290,10.50,49.42,0.00,22.20,48.24,1.77,0.00,0,7.40,126.76,2.10,0.00,95,3.58,102.9846
22874,11.14,13.60,174,4300,10.50,49.42,0.00,22.20,48.24,1.76,0.00,0,7.25,125.95,2.10,0.00,95,3.60,102.9297
22946,11.14,13.60,174,4330,10.50,49.54,0.00,22.05,48.24,1.77,0.00,0,7.40,127.65,2.10,0.00,95,3.62,102.9633
23020,11.14,13.60,174,4340,10.50,49.88,0.00,22.05,48.24,1.77,0.00,0,7.25,127.59,2.10,0.00,95,3.60,103.0396
23092,11.14,13.60,174,4352,10.50,50.14,0.00,22.05,48.24,1.77,0.00,0,7.25,128.27,2.10,0.00,95,3.62,103.0762
23165,11.25,13.60,174,4358,11.00,50.20,0.00,22.05,48.24,1.77,0.00,0,7.25,128.16,2.10,0.00,95,3.60,103.0518
23238,11.14,13.60,174,4394,11.00,50.61,0.00,22.05,48.24,1.76,0.00,0,7.25,129.19,2.10,0.00,95,3.62,103.1738
23312,11.25,13.60,174,4414,11.00,50.85,0.00,22.05,48.24,1.77,0.00,0,7.25,130.33,2.10,0.00,95,3.62,103.2227
23385,11.14,13.60,174,4422,11.00,51.00,0.00,22.05,48.24,1.77,0.00,0,7.25,130.52,2.10,0.00,95,3.64,103.1647
23458,11.14,13.60,174,4432,11.00,51.88,0.00,22.20,48.24,1.78,0.00,0,7.40,130.74,2.10,0.00,95,3.64,103.5522
23532,11.14,13.60,174,4446,11.00,51.06,0.00,22.20,48.24,1.77,0.00,0,7.25,130.85,2.08,0.00,95,3.64,103.4363
23605,11.14,13.60,174,4472,11.50,52.16,0.00,22.05,48.24,1.78,0.00,0,7.40,132.27,2.10,0.00,95,3.66,103.5919
23678,11.14,13.60,174,4502,11.50,52.47,0.00,22.05,48.24,1.78,0.00,0,7.25,133.33,2.08,0.00,95,3.64,103.5248
23751,11.14,13.60,174,4510,11.50,52.91,0.00,22.05,48.24,1.77,0.00,0,7.25,133.18,2.08,0.00,95,3.66,103.6072
23824,11.14,13.68,174,4526,11.50,53.11,0.00,22.05,48.24,1.78,0.00,0,7.25,134.06,2.08,0.00,95,3.64,103.8544
23897,11.14,13.60,174,4534,11.50,53.20,0.00,22.05,48.24,1.78,0.00,0,7.25,134.35,2.08,0.00,95,3.66,103.8666
23971,11.14,13.60,174,4562,11.50,53.52,0.00,22.05,48.24,1.78,0.00,0,7.25,135.35,2.08,0.00,95,3.66,103.9062
24044,11.14,13.52,174,4601,11.50,53.56,0.00,22.05,48.24,1.78,0.00,0,7.25,135.60,2.08,0.00,95,3.68,104.0741
24116,11.14,13.60,174,4596,11.50,53.99,0.00,22.20,48.24,1.78,0.00,0,7.40,136.91,2.08,0.00,95,3.68,104.0955
24189,11.14,13.52,174,4618,11.50,53.92,0.00,22.05,47.84,1.78,0.00,0,7.25,136.57,2.08,0.00,95,3.68,104.1595
24263,11.14,13.52,174,4618,12.00,54.18,0.00,22.05,47.84,1.79,0.00,0,7.25,137.82,2.08,0.00,95,3.68,104.3488
24337,11.14,13.60,174,4661,12.00,54.18,0.00,22.20,47.84,1.80,0.00,0,7.25,139.52,2.08,0.00,95,3.70,104.4037
24410,11.14,13.52,174,4646,12.00,54.52,0.00,22.20,47.84,1.79,0.00,0,7.40,138.86,2.08,0.00,95,3.70,104.4586
24482,11.14,13.60,174,4690,12.00,56.03,0.00,22.20,47.84,1.80,0.00,0,7.40,140.59,2.08,0.00,95,3.70,104.6906
24555,11.14,13.52,174,4699,12.00,56.14,0.00,22.20,47.84,1.80,0.00,0,7.40,140.91,2.08,0.00,95,3.72,104.6326
24628,11.14,13.60,174,4750,12.50,56.74,0.00,22.05,47.84,1.80,0.00,0,7.25,143.05,2.08,0.00,95,3.72,104.7363
24701,11.14,13.52,174,4746,12.50,56.64,0.00,22.20,47.84,1.80,0.00,0,7.40,142.29,2.08,0.00,95,3.72,104.9133
24774,11.14,13.60,174,4752,12.50,56.70,0.00,22.05,47.84,1.81,0.00,0,7.25,142.49,2.08,0.00,95,3.72,104.8828
24848,11.14,13.60,174,4798,12.50,56.78,0.00,22.20,47.84,1.81,0.00,0,7.40,143.02,2.08,0.00,95,3.74,105.0201
24921,11.14,13.60,174,4792,12.50,57.32,0.00,21.76,45.10,1.81,0.00,0,7.40,144.71,1.80,0.00,95,3.74,104.9286
24993,11.14,13.60,174,4780,13.00,55.20,0.00,14.36,15.29,1.68,0.00,0,6.96,141.89,0.82,0.00,95,3.72,103.4088
25067,11.02,13.76,174,4696,22.00,30.59,0.00,7.55,0.00,0.84,0.00,0,-0.44,57.80,0.54,0.00,95,2.80,97.7844
25140,11.02,13.84,174,4750,38.00,0.00,0.00,5.22,0.00,0.54,0.00,0,-7.25,41.02,0.54,-1.56,95,2.42,92.1082
25214,12.17,13.76,174,4676,38.00,0.00,0.00,4.35,0.00,0.40,0.00,0,-9.58,30.74,0.54,-1.56,95,2.24,87.9272
25287,15.62,13.84,174,4540,31.50,0.00,0.00,4.21,0.00,0.44,0.00,0,-10.45,17.69,0.54,-2.34,95,1.94,84.0210
25360,20.44,13.84,174,4380,28.50,0.00,0.00,4.21,0.00,0.27,0.00,0,-10.59,23.03,0.54,-2.34,95,2.36,80.7312
25433,25.38,13.84,174,4220,25.50,0.00,0.00,4.06,0.00,0.40,0.00,0,-10.74,28.38,0.54,-3.12,95,2.20,78.5309
25507,25.38,13.84,174,4094,22.50,0.00,0.00,3.92,0.00,0.21,0.00,0,-10.88,17.11,0.54,-3.12,95,1.86,76.3306
25580,25.38,13.84,174,3929,19.50,0.00,0.00,3.77,0.00,0.32,0.00,0,-11.03,11.63,0.54,-3.91,95,1.96,75.2441
25652,23.77,13.84,174,3671,18.50,0.00,0.00,3.63,0.00,0.27,0.00,0,-11.03,19.85,0.54,-3.91,95,2.14,74.8352
25725,23.89,13.84,174,3538,18.50,0.00,0.00,3.63,0.78,0.30,0.00,0,-11.17,10.05,0.58,-4.69,95,1.96,74.5026
25799,24.12,13.84,174,3445,18.50,0.00,0.00,4.06,5.88,0.21,0.00,0,-11.17,19.63,0.78,-4.69,95,2.06,74.3011
25872,24.12,13.84,174,3434,22.50,9.55,0.00,5.37,11.37,0.36,0.00,0,-10.74,23.27,0.92,-5.47,95,2.26,74.2676
25945,24.12,13.84,174,3451,39.00,12.52,0.00,7.25,14.12,0.53,0.00,0,-9.43,32.80,1.02,-6.25,95,2.44,78.9764
26018,19.98,13.84,174,3316,35.50,14.15,0.00,8.85,17.65,0.68,0.00,0,-5.95,39.79,1.16,-6.25,95,2.58,83.9508
26091,12.29,13.76,174,3409,32.00,16.73,0.00,10.88,23.53,0.89,0.00,0,-3.92,49.82,1.30,-6.25,95,2.76,88.2996
26165,12.52,13.76,174,3366,25.00,17.94,0.00,12.91,24.71,1.03,0.00,0,-1.89,57.47,1.34,-7.03,95,2.86,91.3879
26238,13.44,13.68,174,3383,23.50,18.67,0.00,13.64,33.73,1.08,0.00,0,-1.16,59.63,1.70,-7.03,95,2.88,92.8894
26310,14.13,13.68,174,3384,20.50,22.37,0.00,16.69,40.00,1.21,0.00,0,0.44,65.08,1.84,-7.03,95,3.02,95.1324
26385,14.59,13.68,174,3375,18.50,24.55,0.00,17.41,40.78,1.30,0.00,0,1.89,74.64,1.86,-7.03,95,3.14,96.5851
26457,13.09,13.68,174,3377,17.50,25.92,0.00,18.43,42.35,1.37,0.00,0,2.61,79.49,1.90,-6.25,95,3.18,98.1049
26530,12.63,13.68,174,3404,14.00,29.78,0.00,19.30,43.14,1.47,0.00,0,3.63,84.22,1.92,-6.25,95,3.24,99.2432
