Time (msec),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Ignition Total Timing (degrees),Injector Duty Cycle (%),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Throttle Opening Angle (%),Engine Load*  (g/rev),Feedback Knock Correction* (degrees),Knock Count (Combined) (Knock Events),Manifold Relative Pressure (psi),Mass Airflow (g/s),Throttle Sensor Voltage (V),A/F Learning #1 (%),Intake Air Temperature (F),Mass Airflow Sensor Voltage (V),Volumetric Efficiency* (Load Multiplier)
13079,23.54,13.76,176,1878,15.50,0.00,0.00,3.19,0.00,0.15,0.00,0,-11.61,4.70,0.54,-14.06,93,1.38,70.0012
13152,23.54,13.76,176,1797,15.50,0.00,0.00,3.19,0.00,0.15,0.00,0,-11.61,4.70,0.54,-14.06,93,1.38,70.0012
13224,23.66,13.76,176,1621,15.00,0.00,0.00,3.19,0.00,0.16,0.00,0,-11.61,4.64,0.54,-14.06,93,1.38,70.0012
13298,23.54,13.76,176,1541,15.00,0.00,0.00,3.34,0.00,0.18,0.00,0,-11.61,4.83,0.54,-14.06,93,1.40,69.9066
13371,23.54,13.76,176,1440,15.00,0.00,0.00,3.48,0.00,0.20,0.00,0,-11.46,4.90,0.54,-14.06,93,1.42,69.6991
13443,23.66,13.76,176,1350,22.50,0.00,0.00,3.63,0.00,0.21,0.00,0,-11.32,4.70,0.54,-14.06,93,1.38,69.3756
13517,23.77,13.76,176,1236,22.50,1.85,0.00,3.63,0.00,0.21,0.00,0,-11.17,4.61,0.54,-14.06,93,1.38,69.0887
13590,24.00,13.76,176,1164,22.50,1.99,0.00,3.77,0.00,0.24,0.00,0,-11.03,4.74,0.54,-14.06,93,1.38,68.3411
13663,23.66,13.76,176,1114,22.50,1.90,0.00,4.06,0.00,0.26,0.00,0,-10.74,4.83,0.54,-14.06,93,1.40,68.1396
13736,23.66,13.76,176,1136,22.50,1.94,0.00,4.21,0.00,0.24,0.00,0,-10.59,4.70,0.54,-14.06,93,1.38,68.3929
13809,23.54,13.76,176,1136,22.50,1.69,0.00,4.21,0.00,0.22,0.00,0,-10.59,4.20,0.54,-14.06,93,1.32,68.3960
13883,23.66,13.76,176,1077,22.00,1.70,0.00,4.06,0.00,0.22,0.00,0,-10.74,4.03,0.54,-14.06,93,1.32,67.9138
13955,23.31,13.84,176,1052,22.50,1.61,0.00,4.06,0.00,0.22,0.00,0,-10.74,3.98,0.54,-14.06,93,1.32,67.6147
14027,23.20,13.76,176,1012,22.50,1.57,0.00,4.06,0.00,0.24,0.00,0,-10.74,4.06,0.54,-14.06,93,1.34,67.1265
14100,23.31,13.76,176,986,22.50,1.68,0.00,4.21,0.00,0.26,0.00,0,-10.74,4.28,0.54,-14.06,93,1.36,66.8640
14173,22.97,13.76,176,971,22.50,1.86,0.00,4.35,0.00,0.28,0.00,0,-10.59,4.48,0.54,-14.06,93,1.38,66.7114
14248,21.13,13.76,176,974,22.50,1.66,0.00,4.50,0.00,0.28,0.00,0,-10.30,4.61,0.54,-14.06,93,1.38,66.7419
14320,17.80,13.76,176,983,22.50,1.68,0.00,4.64,0.00,0.28,0.00,0,-10.16,4.51,0.54,-14.06,93,1.36,66.8335
14393,17.00,13.76,176,989,22.50,1.66,0.00,4.64,0.00,0.27,0.00,0,-10.16,4.33,0.54,-14.06,93,1.34,66.8640
14466,16.08,13.76,176,981,22.50,1.69,0.00,4.50,0.00,0.25,0.00,0,-10.16,4.20,0.54,-14.06,93,1.34,67.0013
14538,15.85,13.76,176,983,22.50,1.67,0.00,4.50,0.00,0.25,0.00,0,-10.30,4.09,0.54,-14.06,93,1.32,66.8121
14612,15.04,13.76,176,955,22.00,1.47,0.00,4.50,0.00,0.24,0.00,0,-10.30,3.95,0.54,-14.06,93,1.32,66.5497
14685,14.93,13.76,176,957,22.50,1.63,0.00,4.50,0.00,0.25,0.00,0,-10.30,4.00,0.54,-14.06,93,1.32,66.5710
14758,14.59,13.76,176,922,22.50,1.57,0.00,4.50,0.00,0.27,0.00,0,-10.30,4.09,0.54,-14.06,93,1.34,66.2201
14831,14.47,13.76,176,916,22.50,1.56,0.00,4.64,0.00,0.27,0.00,0,-10.16,4.14,0.54,-14.06,93,1.34,66.2384
14904,14.47,13.76,176,931,22.50,1.59,0.00,4.64,0.00,0.28,0.00,0,-10.16,4.25,0.54,-14.06,93,1.34,66.3055
14976,14.59,13.76,176,937,22.50,1.60,0.00,4.79,0.00,0.27,0.00,0,-10.01,4.17,0.54,-14.06,93,1.32,66.3666
15050,14.47,13.84,176,959,21.00,1.62,0.00,4.79,0.00,0.26,0.00,0,-10.01,4.09,0.54,-14.06,93,1.32,66.4886
15122,14.59,13.84,176,947,19.50,1.64,0.00,4.64,0.00,0.25,0.00,0,-10.16,3.95,0.54,-14.06,93,1.32,66.4459
15196,14.47,13.76,176,954,20.00,1.62,0.00,4.64,1.18,0.26,0.00,0,-10.16,4.50,0.60,-14.06,93,1.42,66.5131
15268,14.59,13.76,176,940,14.00,1.83,0.00,5.22,3.92,0.33,0.00,0,-10.16,6.05,0.70,-14.06,93,1.58,66.3788
15342,14.36,13.76,176,966,14.50,2.41,0.00,6.09,7.45,0.46,0.00,0,-9.58,9.31,0.80,-14.06,93,1.78,67.6453
15416,14.59,13.76,176,1040,21.00,4.22,0.00,7.40,8.24,0.66,0.00,0,-8.71,12.77,0.82,-14.84,93,1.92,70.6085
15488,14.36,13.76,176,1238,22.00,4.75,0.00,8.42,8.24,0.72,0.00,0,-6.38,14.87,0.82,-14.84,93,1.94,75.0122
15561,14.24,13.76,176,1494,28.00,4.46,0.00,8.71,8.24,0.62,0.00,0,-6.09,15.26,0.82,-14.84,93,1.96,78.2837
15634,11.94,13.76,176,1811,32.50,4.64,0.00,8.42,5.49,0.55,0.00,0,-6.38,15.48,0.70,-14.84,93,1.96,79.8218
15707,12.40,13.76,176,2035,36.00,4.75,0.00,7.11,3.14,0.47,0.00,0,-7.69,11.88,0.64,-14.84,93,1.76,76.3916
15780,14.70,13.76,176,2282,36.50,4.28,0.00,5.08,3.14,0.34,0.00,0,-9.00,8.14,0.64,-14.06,93,1.60,72.4487
15853,16.08,13.76,176,2166,34.00,3.89,0.00,4.64,2.75,0.28,0.00,0,-9.72,8.11,0.64,-14.06,93,1.60,70.5292
15926,15.96,13.76,176,2116,32.00,3.70,0.00,4.35,2.75,0.25,0.00,0,-10.16,7.54,0.64,-14.06,93,1.56,70.3094
16000,15.39,13.76,176,2135,30.00,3.19,0.00,4.06,2.75,0.22,0.00,0,-10.45,6.88,0.64,-14.06,93,1.52,70.2911
16073,15.16,13.84,176,2196,30.50,3.28,0.00,3.77,2.75,0.21,0.00,0,-10.74,6.73,0.64,-14.06,93,1.52,70.4865
16146,15.04,13.76,176,2161,30.50,3.23,0.00,3.77,2.75,0.19,0.00,0,-11.03,7.10,0.64,-14.06,93,1.54,70.4010
16219,14.70,13.76,176,2126,30.00,2.72,0.00,3.63,2.75,0.20,0.00,0,-11.17,6.88,0.64,-14.06,93,1.52,70.3094
16293,15.04,13.76,176,2212,30.50,2.79,0.00,3.63,2.75,0.18,0.00,0,-11.17,6.70,0.64,-14.06,93,1.52,70.4193
16365,15.96,13.76,176,2120,30.50,2.75,0.00,3.63,2.75,0.19,0.00,0,-11.17,6.88,0.64,-14.06,93,1.54,70.3064
16438,16.31,13.84,176,2159,29.50,2.71,0.00,3.63,2.75,0.19,0.00,0,-11.17,6.73,0.64,-14.06,93,1.52,70.3888
16511,17.11,13.76,176,2108,30.50,2.76,0.00,3.63,2.75,0.19,0.00,0,-11.17,6.81,0.64,-14.06,93,1.52,70.3308
16585,16.54,13.76,176,2153,29.50,2.70,0.00,3.77,5.88,0.20,0.00,0,-11.17,7.61,0.76,-14.06,93,1.64,70.3094
16659,16.65,13.76,176,2140,34.00,4.57,0.00,4.35,7.45,0.30,0.00,0,-11.03,11.76,0.80,-14.06,93,1.84,70.3491
16731,17.34,13.76,176,2174,36.50,5.10,0.00,5.08,8.24,0.38,0.00,0,-10.45,13.85,0.82,-14.06,93,1.92,70.4346
16803,15.16,13.76,176,2182,37.00,5.12,0.00,5.51,8.63,0.41,0.00,0,-9.29,15.13,0.82,-14.06,93,1.98,72.0001
16876,14.01,13.76,176,2081,36.50,5.33,0.00,6.24,9.41,0.47,0.00,0,-8.56,16.71,0.86,-14.06,93,2.02,74.0845
16950,13.21,13.84,176,2230,36.50,5.57,0.00,6.67,10.59,0.52,0.00,0,-8.13,18.04,0.90,-14.06,93,2.08,75.8179
17024,13.32,13.76,176,2158,34.50,6.28,0.00,7.84,10.98,0.60,0.00,0,-7.55,20.59,0.90,-14.06,93,2.14,78.2349
17096,14.24,13.76,176,2114,34.50,6.45,0.00,8.27,11.37,0.61,0.00,0,-6.96,21.59,0.92,-14.84,93,2.16,79.7485
17169,14.59,13.84,176,2150,33.00,6.77,0.00,8.56,11.37,0.64,0.00,0,-6.53,22.89,0.92,-14.84,93,2.20,80.8960
17243,14.59,13.84,176,2120,33.00,6.88,0.00,8.85,11.76,0.64,0.00,0,-6.24,23.36,0.94,-14.84,93,2.20,81.7474
17315,14.81,13.76,176,2154,32.50,6.89,0.00,9.14,12.16,0.68,0.00,0,-5.95,24.04,0.94,-14.84,93,2.22,82.5348
17387,14.93,13.76,176,2158,32.00,7.83,0.00,9.29,12.94,0.70,0.00,0,-5.51,25.08,0.96,-14.84,93,2.26,83.2458
17462,15.27,13.84,176,2143,31.00,7.77,0.00,9.72,12.94,0.72,0.00,0,-5.08,25.57,0.96,-14.84,93,2.26,84.1431
17534,15.39,13.76,176,2163,31.00,7.84,0.00,9.87,13.33,0.72,0.00,0,-4.93,26.09,0.98,-14.84,93,2.28,84.3781
17607,15.27,13.84,176,2165,30.50,8.26,0.00,10.01,13.73,0.73,0.00,0,-4.79,27.02,0.98,-14.84,93,2.28,85.1868
17679,15.16,13.84,176,2165,30.50,8.31,0.00,10.45,13.73,0.77,0.00,0,-4.64,27.23,0.98,-14.84,93,2.30,85.5896
17753,14.93,13.84,176,2178,30.00,8.31,0.00,10.59,14.12,0.75,0.00,0,-4.35,27.75,1.00,-14.84,93,2.32,86.0504
17827,15.27,13.76,176,2165,30.00,8.36,0.00,10.74,14.12,0.78,0.00,0,-4.21,28.49,1.00,-14.84,93,2.32,86.3373
17899,15.04,13.76,176,2202,29.50,8.92,0.00,10.88,14.90,0.78,0.00,0,-4.06,28.91,1.04,-14.84,93,2.36,87.0483
17971,15.39,13.76,176,2170,28.00,9.72,0.00,11.17,15.29,0.85,0.00,0,-3.92,30.88,1.04,-12.50,93,2.38,87.5671
18046,15.39,13.76,176,2218,28.50,9.46,0.00,11.46,15.69,0.84,0.00,0,-3.34,31.21,1.04,-12.50,93,2.38,88.2874
18118,14.59,13.76,176,2184,27.50,9.79,0.00,11.75,15.69,0.88,0.00,0,-3.05,31.98,1.06,-12.50,93,2.42,88.8977
18192,14.59,13.68,176,2204,27.50,9.97,0.00,11.90,16.08,0.87,0.00,0,-2.90,32.33,1.06,-12.50,93,2.42,89.2487
18265,14.59,13.76,176,2232,27.00,9.88,0.00,12.19,16.08,0.88,0.00,0,-2.76,32.45,1.06,-12.50,93,2.42,89.5782
18338,14.81,13.76,176,2217,27.00,10.00,0.00,12.33,16.47,0.88,0.00,0,-2.61,32.81,1.06,-12.50,93,2.42,89.9719
18411,14.81,13.76,176,2254,27.00,10.40,0.00,12.48,16.47,0.89,0.00,0,-2.47,33.17,1.08,-12.50,93,2.44,90.3076
18483,15.04,13.76,176,2239,27.00,10.10,0.00,12.48,16.47,0.90,0.00,0,-2.32,33.66,1.08,-12.50,93,2.44,90.5334
18556,15.16,13.76,176,2267,27.00,10.64,0.00,12.62,16.47,0.90,0.00,0,-2.32,34.63,1.08,-12.50,93,2.46,91.0828
18630,15.04,13.76,176,2252,26.00,11.05,0.00,12.77,16.86,0.94,0.00,0,-2.03,35.35,1.08,-12.50,93,2.48,91.2170
18703,14.93,13.68,176,2286,26.50,10.73,0.00,12.91,16.86,0.92,0.00,0,-1.89,35.24,1.08,-12.50,93,2.48,91.5833
18776,14.70,13.68,176,2274,25.50,11.16,0.00,13.06,16.86,0.94,0.00,0,-1.74,35.72,1.10,-12.50,93,2.48,91.7358
18850,14.93,13.68,176,2298,26.00,11.21,0.00,13.06,17.25,0.95,0.00,0,-1.74,36.19,1.10,-12.50,93,2.50,92.0471
18922,14.81,13.68,176,2304,25.00,11.28,0.00,13.35,17.25,0.96,0.00,0,-1.60,36.93,1.10,-12.50,93,2.50,92.2882
18995,14.93,13.76,176,2316,25.50,11.31,0.00,13.49,17.25,0.98,0.00,0,-1.45,36.93,1.10,-12.50,93,2.50,92.5842
19068,14.70,13.68,176,2314,25.00,11.36,0.00,13.49,17.65,0.98,0.00,0,-1.31,37.66,1.10,-12.50,93,2.52,92.7063
19141,14.81,13.76,176,2339,25.00,11.35,0.00,13.64,17.65,0.97,0.00,0,-1.31,38.43,1.12,-12.50,93,2.54,92.9596
19215,14.70,13.68,176,2335,24.50,11.95,0.00,13.78,17.65,0.99,0.00,0,-1.16,38.57,1.12,-12.50,93,2.54,93.1519
19288,14.93,13.76,176,2355,24.50,12.06,0.00,13.78,17.65,0.99,0.00,0,-1.02,38.92,1.12,-12.50,93,2.54,93.4235
19362,14.93,13.68,176,2349,24.00,12.03,0.00,13.93,17.65,1.00,0.00,0,-0.87,39.29,1.12,-12.50,93,2.56,93.5364
19435,14.70,13.76,176,2373,23.50,12.64,0.00,13.93,18.04,1.02,0.00,0,-0.87,40.22,1.12,-12.50,93,2.56,93.8080
19506,14.70,13.60,176,2378,23.50,12.66,0.00,14.07,18.04,1.02,0.00,0,-0.73,40.02,1.12,-12.50,93,2.56,93.8812
19580,14.70,13.68,176,2394,22.50,12.68,0.00,14.22,18.04,1.03,0.00,0,-0.73,40.89,1.12,-12.50,93,2.58,94.0948
19657,14.59,13.76,176,2404,22.50,12.77,0.00,14.22,18.04,1.04,0.00,0,-0.58,41.52,1.12,-12.50,93,2.60,94.1040
19727,14.59,13.68,176,2408,22.50,12.82,0.00,14.22,18.04,1.04,0.00,0,-0.58,41.75,1.12,-12.50,93,2.58,94.2810
19800,14.59,13.76,176,2441,22.50,12.84,0.00,14.22,18.04,1.04,0.00,0,-0.58,42.38,1.12,-12.50,93,2.62,94.3390
19873,14.59,13.68,176,2414,22.00,12.87,0.00,14.22,17.65,1.04,0.00,0,-0.58,42.13,1.12,-12.50,93,2.60,94.3390
19945,14.70,13.68,176,2454,23.00,13.09,0.00,14.22,17.65,1.03,0.00,0,-0.58,42.00,1.12,-12.50,93,2.60,94.3085
20018,14.70,13.68,176,2449,23.00,13.06,0.00,14.22,17.25,1.03,0.00,0,-0.58,41.94,1.10,-12.50,93,2.60,94.1895
20091,14.70,13.76,176,2472,23.50,13.12,0.00,14.07,17.25,1.02,0.00,0,-0.73,41.89,1.10,-12.50,93,2.60,94.1010
20164,14.70,13.76,176,2486,23.50,13.19,0.00,13.78,16.47,1.02,0.00,0,-0.73,41.75,1.06,-12.50,93,2.58,93.9789
20237,14.70,13.68,176,2472,24.50,12.73,0.00,13.49,15.69,0.99,0.00,0,-1.02,41.04,1.04,-12.50,93,2.58,93.4387
20310,14.70,13.76,176,2488,26.00,12.13,0.00,13.20,14.51,0.95,0.00,0,-1.31,37.41,1.00,-12.50,93,2.50,92.9901
20382,14.59,13.76,176,2506,26.00,12.21,0.00,12.62,13.73,0.92,0.00,0,-1.60,36.07,1.00,-12.50,93,2.48,92.1204
20457,14.81,13.76,176,2512,28.50,11.25,0.00,12.33,13.73,0.86,0.00,0,-2.18,35.10,0.98,-12.50,93,2.48,91.2445
20530,14.47,13.76,176,2507,29.00,11.23,0.00,11.90,13.33,0.85,0.00,0,-2.90,34.75,0.98,-12.50,93,2.46,90.5426
20603,14.59,13.76,176,2516,29.50,10.74,0.00,11.75,12.94,0.82,0.00,0,-3.05,34.03,0.96,-12.50,93,2.44,90.0696
20676,14.81,13.76,176,2532,30.50,10.80,0.00,11.46,12.16,0.78,0.00,0,-3.34,33.17,0.92,-12.50,93,2.42,89.5081
20749,14.59,13.76,176,2527,31.50,10.27,0.00,11.03,10.98,0.76,0.00,0,-3.77,31.54,0.88,-12.50,93,2.38,88.4674
20821,14.70,13.76,176,2535,32.00,9.70,0.00,9.58,9.02,0.73,0.00,0,-4.21,29.79,0.82,-14.84,93,2.32,87.0056
20895,14.70,13.76,176,2533,34.00,8.65,0.00,8.71,7.06,0.65,0.00,0,-5.22,20.32,0.78,-14.84,93,2.14,84.3384
20968,14.13,13.76,176,2554,35.50,7.56,0.00,7.69,6.27,0.56,0.00,0,-6.09,17.51,0.74,-14.84,93,2.04,81.2805
21041,13.90,13.76,176,2522,38.00,6.54,0.00,7.11,5.88,0.47,0.00,0,-7.11,16.43,0.74,-14.06,93,2.02,78.6713
21115,13.78,13.76,176,2544,38.00,5.97,0.00,6.67,5.88,0.42,0.00,0,-7.69,15.75,0.74,-14.06,93,1.96,76.6693
21187,14.36,13.84,176,2534,38.00,5.41,0.00,6.24,5.49,0.39,0.00,0,-8.56,15.26,0.72,-14.06,93,1.94,75.3021
21260,15.16,13.84,176,2547,37.00,5.43,0.00,5.95,5.10,0.36,0.00,0,-8.85,15.12,0.72,-14.06,93,1.94,74.3042
21333,15.27,13.76,176,2518,36.50,5.37,0.00,5.80,5.10,0.35,0.00,0,-9.00,14.56,0.70,-14.06,93,1.90,73.4833
21406,15.85,13.76,176,2509,36.50,5.40,0.00,5.51,4.71,0.33,0.00,0,-9.29,13.56,0.70,-14.06,93,1.92,72.7875
21479,15.85,13.84,176,2530,36.50,5.35,0.00,5.22,4.71,0.33,0.00,0,-9.43,13.91,0.70,-14.06,93,1.88,72.3053
21553,15.62,13.76,176,2552,36.50,4.86,0.00,5.08,4.71,0.31,0.00,0,-9.58,13.08,0.70,-14.06,93,1.86,71.9482
21625,15.62,13.84,176,2491,36.00,4.90,0.00,5.08,4.71,0.31,0.00,0,-9.72,12.90,0.70,-14.06,93,1.86,71.4172
21698,15.27,13.76,176,2506,36.00,4.78,0.00,4.93,4.31,0.31,0.00,0,-9.72,12.42,0.68,-14.06,93,1.86,71.4020
21771,15.27,13.76,176,2534,35.50,4.86,0.00,4.93,4.31,0.30,0.00,0,-9.87,12.63,0.68,-14.06,93,1.86,71.3318
21844,15.27,13.84,176,2508,35.50,4.82,0.00,4.79,4.31,0.30,0.00,0,-10.01,12.31,0.68,-14.06,93,1.84,71.2677
21917,15.04,13.76,176,2476,35.50,4.75,0.00,4.79,3.92,0.30,0.00,0,-10.01,12.26,0.68,-14.06,93,1.84,71.2250
21989,14.93,13.76,176,2505,35.50,4.80,0.00,4.79,3.92,0.29,0.00,0,-10.01,11.93,0.68,-14.06,93,1.82,71.2585
22064,14.81,13.76,176,2488,35.50,4.81,0.00,4.64,3.92,0.29,0.00,0,-10.16,12.14,0.68,-14.06,93,1.82,71.2372
22136,14.70,13.76,176,2478,35.50,4.78,0.00,4.64,3.92,0.28,0.00,0,-10.16,11.88,0.68,-14.06,93,1.82,71.2646
22209,14.70,13.84,176,2488,35.50,4.76,0.00,4.64,3.92,0.29,0.00,0,-10.16,11.88,0.68,-14.06,93,1.80,71.1975
22283,14.70,13.76,176,2489,35.50,4.78,0.00,4.64,3.92,0.28,0.00,0,-10.16,11.66,0.68,-14.06,93,1.80,71.2280
22355,14.70,13.76,176,2468,35.50,4.74,0.00,4.50,3.92,0.29,0.00,0,-10.16,11.82,0.68,-14.06,93,1.82,71.1700
22429,14.59,13.76,176,2482,35.00,4.76,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.61,0.68,-14.06,93,1.80,71.1639
22502,14.59,13.84,176,2464,35.50,4.73,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.66,0.68,-14.06,93,1.82,71.1395
22575,14.47,13.76,176,2459,35.50,4.72,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.61,0.68,-14.06,93,1.80,71.1304
22648,14.47,13.84,176,2448,35.50,4.72,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.51,0.66,-14.06,93,1.80,71.1487
22720,14.47,13.76,176,2430,35.50,4.70,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.56,0.66,-14.06,93,1.80,71.0602
22794,14.47,13.76,176,2428,35.00,4.67,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.45,0.66,-14.06,93,1.80,71.0724
22867,14.47,13.84,176,2439,35.00,4.14,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.45,0.66,-14.06,93,1.80,71.1121
22940,14.36,13.76,176,2426,35.00,4.16,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.40,0.66,-14.06,93,1.80,71.0876
23013,14.47,13.76,176,2419,35.00,4.13,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.23,0.66,-14.06,93,1.78,71.0938
23086,14.47,13.76,176,2424,35.00,4.65,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.51,0.66,-14.06,93,1.80,71.0571
23158,14.59,13.76,176,2414,35.00,4.12,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.28,0.66,-14.06,93,1.78,71.0663
23232,14.59,13.76,176,2436,35.00,4.16,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.22,0.66,-14.06,93,1.80,71.0571
23305,14.47,13.76,176,2408,35.00,4.13,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.23,0.66,-14.06,93,1.78,71.0571
23378,14.47,13.84,176,2422,35.00,4.11,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.05,0.66,-14.06,93,1.78,71.0358
23451,14.59,13.68,176,2407,34.50,4.13,0.00,4.35,3.92,0.28,0.00,0,-10.30,11.18,0.66,-14.06,93,1.78,71.0449
23524,14.70,13.76,176,2389,35.00,4.11,0.00,4.50,3.92,0.28,0.00,0,-10.45,11.14,0.66,-14.06,93,1.78,70.9808
23598,14.59,13.76,176,2390,35.00,4.08,0.00,4.50,3.92,0.28,0.00,0,-10.30,11.00,0.68,-14.06,93,1.78,70.9412
23671,14.70,13.84,176,2368,34.50,4.04,0.00,4.50,4.71,0.28,0.00,0,-10.30,11.09,0.70,-14.06,93,1.80,70.9167
23743,14.70,13.76,176,2374,35.50,5.06,0.00,4.64,5.88,0.32,0.00,0,-10.16,12.52,0.74,-14.06,93,1.86,70.9137
23816,14.70,13.76,176,2407,36.50,5.65,0.00,5.08,8.24,0.37,0.00,0,-9.72,14.69,0.80,-14.06,93,1.96,71.1761
23889,14.59,13.84,176,2418,38.00,6.70,0.00,5.66,9.41,0.46,0.00,0,-9.14,18.04,0.84,-14.06,93,2.08,73.4314
23963,14.01,13.76,176,2393,37.00,7.53,0.00,6.96,9.80,0.54,0.00,0,-8.42,21.04,0.86,-14.06,93,2.14,75.6195
24035,13.21,13.76,176,2371,37.50,6.64,0.00,7.55,10.59,0.56,0.00,0,-7.84,21.50,0.88,-14.06,93,2.16,77.5299
24108,12.63,13.76,176,2399,35.50,7.59,0.00,8.13,10.98,0.63,0.00,0,-7.25,24.80,0.90,-14.84,93,2.24,79.9591
24181,13.21,13.76,176,2364,35.00,7.17,0.00,8.56,11.37,0.64,0.00,0,-6.67,25.67,0.92,-14.84,93,2.26,81.2775
24255,14.13,13.76,176,2395,34.00,8.18,0.00,8.85,11.76,0.66,0.00,0,-6.24,25.87,0.92,-14.84,93,2.28,82.3975
24327,14.70,13.76,176,2368,33.00,8.08,0.00,9.14,11.76,0.68,0.00,0,-5.66,26.72,0.92,-14.84,93,2.30,83.2123
24401,14.70,13.68,176,2387,33.00,8.15,0.00,9.29,12.16,0.68,0.00,0,-5.51,27.23,0.94,-14.84,93,2.30,84.1034
24474,14.81,13.76,176,2390,33.00,8.67,0.00,9.58,12.16,0.70,0.00,0,-5.22,27.95,0.94,-14.84,93,2.32,84.4971
24546,14.93,13.84,176,2394,32.50,8.64,0.00,9.72,12.55,0.71,0.00,0,-5.08,28.28,0.96,-14.84,93,2.32,85.0891
24620,14.93,13.76,176,2387,32.50,8.68,0.00,10.01,12.94,0.72,0.00,0,-4.93,28.49,0.96,-14.84,93,2.34,85.5347
24692,15.04,13.76,176,2404,32.00,9.17,0.00,10.01,12.94,0.73,0.00,0,-4.79,29.03,0.96,-14.84,93,2.36,85.8887
24766,15.27,13.76,176,2403,32.00,9.23,0.00,10.16,12.94,0.74,0.00,0,-4.79,29.46,0.96,-14.84,93,2.36,86.2640
24839,14.93,13.76,176,2400,32.00,9.23,0.00,10.30,12.94,0.74,0.00,0,-4.64,29.90,0.96,-14.84,93,2.36,86.5143
24911,14.93,13.76,176,2415,31.50,9.27,0.00,10.30,12.94,0.75,0.00,0,-4.50,30.13,0.96,-14.84,93,2.38,86.7859
24984,14.81,13.76,176,2415,31.50,9.27,0.00,10.45,12.94,0.76,0.00,0,-4.35,30.33,0.96,-14.84,93,2.38,86.8866
25058,14.70,13.76,176,2416,31.50,9.28,0.00,10.45,12.94,0.75,0.00,0,-4.35,30.22,0.96,-14.84,93,2.36,87.0575
25130,14.93,13.76,176,2422,31.50,9.30,0.00,10.59,12.94,0.76,0.00,0,-4.21,30.22,0.96,-14.84,93,2.38,87.3169
25203,14.81,13.76,176,2421,31.50,9.28,0.00,10.59,12.94,0.76,0.00,0,-4.21,30.33,0.96,-14.84,93,2.38,87.3901
25276,14.81,13.76,176,2443,31.00,9.81,0.00,10.59,12.94,0.76,0.00,0,-4.21,30.77,0.96,-14.84,93,2.38,87.3962
25350,14.93,13.76,176,2424,31.50,9.90,0.00,10.59,12.94,0.76,0.00,0,-4.21,30.77,0.96,-14.84,93,2.38,87.5153
25423,14.81,13.76,176,2439,31.00,9.83,0.00,10.59,12.94,0.76,0.00,0,-4.21,30.55,0.96,-14.84,93,2.38,87.5732
25496,14.81,13.76,176,2451,31.50,9.41,0.00,10.59,12.94,0.75,0.00,0,-4.21,30.33,0.96,-14.84,93,2.38,87.6007
25570,14.81,13.76,176,2443,31.50,9.90,0.00,10.59,12.94,0.75,0.00,0,-4.21,30.66,0.96,-14.84,93,2.38,87.4542
25642,14.70,13.76,176,2445,31.50,9.91,0.00,10.45,12.55,0.76,0.00,0,-4.35,30.66,0.94,-14.84,93,2.36,87.2620
25715,14.93,13.76,176,2457,32.00,9.43,0.00,10.45,12.16,0.73,0.00,0,-4.35,29.68,0.94,-14.84,93,2.36,87.1185
25789,14.70,13.76,176,2446,32.00,9.39,0.00,10.30,12.16,0.73,0.00,0,-4.50,29.68,0.94,-14.84,93,2.36,86.8652
25861,14.59,13.76,176,2470,32.00,9.44,0.00,10.30,12.16,0.73,0.00,0,-4.50,30.13,0.94,-14.84,93,2.36,86.6974
25935,14.81,13.76,176,2460,32.00,9.49,0.00,10.30,12.16,0.73,0.00,0,-4.50,29.79,0.94,-14.84,93,2.36,86.5387
26007,14.81,13.68,176,2466,32.00,9.45,0.00,10.16,12.16,0.72,0.00,0,-4.50,29.57,0.94,-14.84,93,2.34,86.4685
26080,14.70,13.76,176,2481,32.50,9.47,0.00,10.16,12.16,0.71,0.00,0,-4.64,28.81,0.94,-14.84,93,2.34,86.3586
26154,14.81,13.68,176,2482,33.00,9.00,0.00,10.01,11.76,0.70,0.00,0,-4.64,29.03,0.92,-14.84,93,2.34,86.2244
26226,14.81,13.76,176,2473,33.00,8.97,0.00,10.01,11.37,0.70,0.00,0,-4.79,28.59,0.92,-14.84,93,2.32,86.0321
26300,14.70,13.76,176,2474,33.00,8.97,0.00,9.87,11.37,0.69,0.00,0,-4.93,28.16,0.92,-14.84,93,2.32,85.6842
26373,14.70,13.76,176,2492,34.00,9.04,0.00,9.72,11.37,0.67,0.00,0,-5.08,27.95,0.90,-14.84,93,2.32,85.4523
